Date,Nearby (OC),Nov (NC)
1/2/2008,12.325,11.480
1/3/2008,12.515,11.615
1/4/2008,12.490,11.608
1/7/2008,12.360,11.675
1/8/2008,12.565,11.810
1/9/2008,12.490,11.840
1/10/2008,12.440,11.950
1/11/2008,12.860,12.450
1/14/2008,12.970,12.630
1/15/2008,13.015,12.850
1/16/2008,12.770,12.740
1/17/2008,12.710,12.700
1/18/2008,12.640,12.553
1/22/2008,12.395,12.175
1/23/2008,11.895,11.675
1/24/2008,12.305,12.150
1/25/2008,12.430,12.320
1/28/2008,12.538,12.288
1/29/2008,12.668,12.228
1/30/2008,12.758,12.293
1/31/2008,12.745,12.455
2/1/2008,12.873,12.540
2/4/2008,13.260,12.945
2/5/2008,13.230,12.900
2/6/2008,13.185,12.795
2/7/2008,13.315,12.810
2/8/2008,13.390,12.850
2/11/2008,13.260,12.820
2/12/2008,13.210,12.710
2/13/2008,13.285,12.710
2/14/2008,13.680,13.055
2/15/2008,13.738,13.175
2/19/2008,13.985,13.605
2/20/2008,13.978,13.660
2/21/2008,14.058,13.785
2/22/2008,14.200,13.905
2/25/2008,14.520,14.170
2/26/2008,14.668,14.270
2/27/2008,14.590,14.070
2/28/2008,14.985,14.240
2/29/2008,15.220,14.260
3/3/2008,15.445,14.475
3/4/2008,14.940,13.988
3/5/2008,14.905,13.915
3/6/2008,14.430,13.615
3/7/2008,13.410,13.115
3/10/2008,13.880,13.000
3/11/2008,13.925,13.153
3/12/2008,13.790,13.173
3/13/2008,13.870,13.205
3/14/2008,13.400,12.790
3/17/2008,13.028,12.290
3/18/2008,13.070,12.400
3/19/2008,12.570,11.900
3/20/2008,12.070,11.400
3/24/2008,12.570,11.890
3/25/2008,13.070,12.390
3/26/2008,13.520,12.445
3/27/2008,13.273,12.085
3/28/2008,12.673,11.595
3/31/2008,11.973,10.895
4/1/2008,12.110,11.473
4/2/2008,12.430,11.698
4/3/2008,12.570,11.953
4/4/2008,12.770,12.238
4/7/2008,12.550,12.150
4/8/2008,12.515,12.055
4/9/2008,13.130,12.440
4/10/2008,13.560,12.710
4/11/2008,13.325,12.625
4/14/2008,13.725,12.870
4/15/2008,13.800,13.000
4/16/2008,13.448,12.735
4/17/2008,13.505,12.783
4/18/2008,13.615,12.810
4/21/2008,13.155,12.355
4/22/2008,13.748,12.770
4/23/2008,13.720,12.580
4/24/2008,13.488,12.405
4/25/2008,13.258,12.220
4/28/2008,12.835,11.965
4/29/2008,12.795,12.005
4/30/2008,13.018,12.255
5/1/2008,12.588,11.933
5/2/2008,12.925,12.185
5/5/2008,12.730,12.155
5/6/2008,12.645,12.175
5/7/2008,12.973,12.455
5/8/2008,12.983,12.458
5/9/2008,13.495,13.038
5/12/2008,13.350,12.893
5/13/2008,13.745,13.258
5/14/2008,13.710,13.330
5/15/2008,13.475,13.193
5/16/2008,13.780,13.493
5/19/2008,13.330,13.220
5/20/2008,13.315,13.258
5/21/2008,13.490,13.550
5/22/2008,13.248,13.243
5/23/2008,13.680,13.535
5/27/2008,13.478,13.413
5/28/2008,13.728,13.573
5/29/2008,13.228,13.215
5/30/2008,13.635,13.545
6/2/2008,13.655,13.585
6/3/2008,13.595,13.538
6/4/2008,13.890,13.798
6/5/2008,14.520,14.320
6/6/2008,14.575,14.395
6/9/2008,14.520,14.470
6/10/2008,14.465,14.410
6/11/2008,15.165,15.090
6/12/2008,15.365,15.125
6/13/2008,15.600,15.310
6/16/2008,15.340,15.230
6/17/2008,15.580,15.530
6/18/2008,15.560,15.430
6/19/2008,15.455,15.215
6/20/2008,15.325,15.090
6/23/2008,15.150,15.025
6/24/2008,15.010,14.910
6/25/2008,15.375,15.250
6/26/2008,15.743,15.615
6/27/2008,15.815,15.595
6/30/2008,16.050,15.740
7/1/2008,16.280,16.100
7/2/2008,16.458,16.300
7/3/2008,16.580,16.310
7/7/2008,15.890,15.610
7/8/2008,15.610,15.295
7/9/2008,15.780,15.570
7/10/2008,16.095,15.870
7/11/2008,16.305,15.960
7/14/2008,15.950,15.590
7/15/2008,15.420,15.160
7/16/2008,15.730,15.480
7/17/2008,15.210,14.980
7/18/2008,14.700,14.480
7/21/2008,14.095,14.030
7/22/2008,14.168,14.090
7/23/2008,13.943,13.840
7/24/2008,13.850,13.730
7/25/2008,13.988,13.865
7/28/2008,14.003,13.960
7/29/2008,13.843,13.910
7/30/2008,13.940,14.050
7/31/2008,13.958,14.040
8/1/2008,13.578,13.650
8/4/2008,12.870,12.950
8/5/2008,12.625,12.690
8/6/2008,12.205,12.220
8/7/2008,12.430,12.390
8/8/2008,11.990,11.805
8/11/2008,12.150,11.960
8/12/2008,12.200,12.140
8/13/2008,12.700,12.840
8/14/2008,12.455,12.740
8/15/2008,12.115,12.190
8/18/2008,12.790,12.890
8/19/2008,12.670,12.760
8/20/2008,12.938,13.000
8/21/2008,13.410,13.480
8/22/2008,13.210,13.270
8/25/2008,13.392,13.470
8/26/2008,13.375,13.445
8/27/2008,13.480,13.480
8/28/2008,13.325,13.240
8/29/2008,13.320,13.240
9/2/2008,13.015,12.985
9/3/2008,12.510,12.515
9/4/2008,12.340,12.350
9/5/2008,11.800,11.770
9/8/2008,11.945,11.920
9/9/2008,12.090,12.010
9/10/2008,11.815,11.780
9/11/2008,12.160,11.760
9/12/2008,14.900,12.020
9/15/2008,11.790,11.790
9/16/2008,11.240,11.240
9/17/2008,11.390,11.390
9/18/2008,11.160,11.160
9/19/2008,11.435,11.435
9/22/2008,12.050,12.050
9/23/2008,11.870,11.870
9/24/2008,11.870,11.870
9/25/2008,11.830,11.830
9/26/2008,11.640,11.640
9/29/2008,10.940,10.940
9/30/2008,10.450,10.450
10/1/2008,10.530,10.530
10/2/2008,10.040,10.040
10/3/2008,9.920,9.920
10/6/2008,9.220,9.220
10/7/2008,9.260,9.260
10/8/2008,9.640,9.640
10/9/2008,9.800,9.800
10/10/2008,9.100,9.100
10/13/2008,9.280,9.280
10/14/2008,8.960,8.960
10/15/2008,8.580,8.580
10/16/2008,8.670,8.670
10/17/2008,8.940,8.940
10/20/2008,9.290,9.290
10/21/2008,9.080,9.080
10/22/2008,8.590,8.590
10/23/2008,8.845,8.845
10/24/2008,8.638,8.638
10/27/2008,8.930,8.930
10/28/2008,8.788,8.788
10/29/2008,9.373,9.373
10/30/2008,9.340,9.340
10/31/2008,9.253,9.253
11/3/2008,9.283,9.283
11/4/2008,9.495,9.495
11/5/2008,8.948,8.948
11/6/2008,8.995,8.995
11/7/2008,9.118,9.118
11/10/2008,9.400,9.400
11/11/2008,9.080,9.080
11/12/2008,8.853,8.853
11/13/2008,8.870,8.870
11/14/2008,8.780,8.780
11/17/2008,9.065,9.315
11/18/2008,9.020,9.260
11/19/2008,8.970,9.150
11/20/2008,8.560,8.695
11/21/2008,8.400,8.543
11/24/2008,8.840,9.015
11/25/2008,8.830,9.020
11/26/2008,8.860,9.070
11/28/2008,8.830,9.060
12/1/2008,8.460,8.758
12/2/2008,8.270,8.560
12/3/2008,8.300,8.548
12/4/2008,8.110,8.350
12/5/2008,7.835,8.025
12/8/2008,8.205,8.440
12/9/2008,8.130,8.340
12/10/2008,8.295,8.520
12/11/2008,8.565,8.783
12/12/2008,8.540,8.740
12/15/2008,8.460,8.700
12/16/2008,8.585,8.860
12/17/2008,8.640,8.960
12/18/2008,8.695,9.023
12/19/2008,8.683,8.990
12/22/2008,8.865,9.163
12/23/2008,9.010,9.288
12/24/2008,9.158,9.410
12/26/2008,9.518,9.795
12/29/2008,9.385,9.740
12/30/2008,9.458,9.830
12/31/2008,9.723,10.068
1/2/2009,9.700,10.035
1/5/2009,9.838,10.120
1/6/2009,10.143,10.350
1/7/2009,9.900,10.060
1/8/2009,9.890,10.010
1/9/2009,10.375,10.295
1/12/2009,9.540,9.630
1/13/2009,9.695,9.625
1/14/2009,9.780,9.553
1/15/2009,9.945,9.605
1/16/2009,10.200,9.720
1/20/2009,9.920,9.535
1/21/2009,10.205,9.740
1/22/2009,10.120,9.575
1/23/2009,10.090,9.433
1/26/2009,10.090,9.455
1/27/2009,9.760,9.355
1/28/2009,9.825,9.345
1/29/2009,9.705,9.310
1/30/2009,9.800,9.450
2/2/2009,9.595,9.250
2/3/2009,9.460,8.950
2/4/2009,9.495,8.900
2/5/2009,9.800,9.145
2/6/2009,10.010,9.460
2/9/2009,10.020,9.430
2/10/2009,9.940,9.390
2/11/2009,9.780,9.175
2/12/2009,9.685,9.005
2/13/2009,9.555,8.925
2/17/2009,9.030,8.530
2/18/2009,8.875,8.358
2/19/2009,8.845,8.450
2/20/2009,8.625,8.305
2/23/2009,8.728,8.400
2/24/2009,8.810,8.400
2/25/2009,8.780,8.380
2/26/2009,8.693,8.380
2/27/2009,8.745,8.275
3/2/2009,8.485,7.930
3/3/2009,8.630,7.913
3/4/2009,8.755,8.103
3/5/2009,8.625,7.995
3/6/2009,8.790,8.150
3/9/2009,8.810,8.175
3/10/2009,8.890,8.355
3/11/2009,8.750,8.170
3/12/2009,8.990,8.415
3/13/2009,8.825,8.238
3/16/2009,9.110,8.505
3/17/2009,9.130,8.610
3/18/2009,9.150,8.560
3/19/2009,9.405,8.925
3/20/2009,9.520,8.930
3/23/2009,9.555,8.955
3/24/2009,9.670,8.965
3/25/2009,9.510,8.800
3/26/2009,9.440,8.805
3/27/2009,9.170,8.608
3/30/2009,9.045,8.420
3/31/2009,9.520,8.920
4/1/2009,9.520,8.920
4/2/2009,9.770,9.155
4/3/2009,9.955,9.233
4/6/2009,9.940,9.120
4/7/2009,9.895,9.085
4/8/2009,10.060,9.160
4/9/2009,10.070,9.220
4/13/2009,10.215,9.273
4/14/2009,10.360,9.393
4/15/2009,10.350,9.400
4/16/2009,10.585,9.430
4/17/2009,10.510,9.350
4/20/2009,10.185,9.030
4/21/2009,10.380,9.310
4/22/2009,10.460,9.240
4/23/2009,10.378,9.235
4/24/2009,10.403,9.333
4/27/2009,10.048,9.045
4/28/2009,9.895,9.000
4/29/2009,10.340,9.325
4/30/2009,10.700,9.435
5/1/2009,11.020,9.710
5/4/2009,11.153,9.705
5/5/2009,11.160,9.605
5/6/2009,11.350,9.780
5/7/2009,11.190,9.720
5/8/2009,11.340,9.795
5/11/2009,11.300,9.830
5/12/2009,11.375,9.795
5/13/2009,11.500,9.815
5/14/2009,11.660,9.920
5/15/2009,11.305,9.758
5/18/2009,11.465,9.870
5/19/2009,11.620,9.960
5/20/2009,11.690,10.145
5/21/2009,11.750,10.235
5/22/2009,11.660,10.315
5/26/2009,11.855,10.425
5/27/2009,11.870,10.500
5/28/2009,11.790,10.530
5/29/2009,11.840,10.625
6/1/2009,12.190,10.860
6/2/2009,12.090,10.825
6/3/2009,11.820,10.470
6/4/2009,12.300,10.815
6/5/2009,12.255,10.618
6/8/2009,12.325,10.518
6/9/2009,12.435,10.725
6/10/2009,12.460,10.793
6/11/2009,12.670,10.898
6/12/2009,12.455,10.765
6/15/2009,11.970,10.248
6/16/2009,12.013,10.285
6/17/2009,12.063,10.500
6/18/2009,12.138,10.435
6/19/2009,11.790,10.060
6/22/2009,11.515,9.810
6/23/2009,11.790,10.045
6/24/2009,11.850,10.080
6/25/2009,11.960,10.020
6/26/2009,12.010,9.910
6/29/2009,12.150,9.835
6/30/2009,12.263,9.810
7/1/2009,12.585,10.155
7/2/2009,12.430,10.060
7/6/2009,12.000,9.630
7/7/2009,11.335,8.950
7/8/2009,10.840,8.920
7/9/2009,11.105,9.160
7/10/2009,11.283,9.170
7/13/2009,10.915,9.115
7/14/2009,10.740,9.180
7/15/2009,10.205,9.045
7/16/2009,9.760,8.900
7/17/2009,10.095,9.235
7/20/2009,10.330,9.230
7/21/2009,10.145,9.050
7/22/2009,10.185,9.080
7/23/2009,10.235,9.320
7/24/2009,10.210,9.150
7/27/2009,10.213,9.065
7/28/2009,10.545,9.270
7/29/2009,10.575,9.160
7/30/2009,11.283,9.710
7/31/2009,11.340,9.820
8/3/2009,11.735,10.305
8/4/2009,11.650,10.315
8/5/2009,11.750,10.450
8/6/2009,11.705,10.300
8/7/2009,11.845,10.385
8/10/2009,11.705,10.100
8/11/2009,12.165,10.385
8/12/2009,12.160,10.440
8/13/2009,11.873,10.188
8/14/2009,11.000,9.815
8/17/2009,9.880,9.545
8/18/2009,9.955,9.590
8/19/2009,9.970,9.580
8/20/2009,9.993,9.570
8/21/2009,10.230,9.730
8/24/2009,10.800,10.075
8/25/2009,10.910,9.990
8/26/2009,10.905,9.965
8/27/2009,11.143,9.960
8/28/2009,11.358,10.110
8/31/2009,11.000,9.795
9/1/2009,10.140,9.555
9/2/2009,10.093,9.510
9/3/2009,9.820,9.415
9/4/2009,9.610,9.220
9/8/2009,9.690,9.365
9/9/2009,9.615,9.285
9/10/2009,9.735,9.265
9/11/2009,9.845,9.030
9/14/2009,9.250,9.090
9/15/2009,9.600,9.600
9/16/2009,9.505,9.505
9/17/2009,9.530,9.530
9/18/2009,9.410,9.410
9/21/2009,9.135,9.135
9/22/2009,9.220,9.220
9/23/2009,9.205,9.205
9/24/2009,9.195,9.195
9/25/2009,9.260,9.260
9/28/2009,9.195,9.195
9/29/2009,9.170,9.170
9/30/2009,9.270,9.270
10/1/2009,9.180,9.180
10/2/2009,8.850,8.850
10/5/2009,8.850,8.850
10/6/2009,9.100,9.100
10/7/2009,9.120,9.120
10/8/2009,9.360,9.360
10/9/2009,9.640,9.640
10/12/2009,9.990,9.990
10/13/2009,9.930,9.930
10/14/2009,9.940,9.940
10/15/2009,9.830,9.830
10/16/2009,9.775,9.775
10/19/2009,9.963,9.963
10/20/2009,9.825,9.825
10/21/2009,10.085,10.085
10/22/2009,10.055,10.055
10/23/2009,10.060,10.060
10/26/2009,9.865,9.865
10/27/2009,9.735,9.735
10/28/2009,9.685,9.685
10/29/2009,9.855,9.855
10/30/2009,9.780,9.780
11/2/2009,9.975,9.975
11/3/2009,10.068,10.068
11/4/2009,9.955,9.955
11/5/2009,9.670,9.670
11/6/2009,9.480,9.480
11/9/2009,9.643,9.643
11/10/2009,9.615,9.615
11/11/2009,9.638,9.638
11/12/2009,9.823,9.823
11/13/2009,9.840,9.840
11/16/2009,10.100,10.158
11/17/2009,10.295,10.300
11/18/2009,10.270,10.195
11/19/2009,10.390,10.215
11/20/2009,10.460,10.225
11/23/2009,10.420,10.260
11/24/2009,10.460,10.360
11/25/2009,10.545,10.498
11/27/2009,10.530,10.478
11/30/2009,10.605,10.520
12/1/2009,10.595,10.485
12/2/2009,10.340,10.315
12/3/2009,10.470,10.470
12/4/2009,10.430,10.415
12/7/2009,10.530,10.465
12/8/2009,10.440,10.370
12/9/2009,10.285,10.200
12/10/2009,10.270,10.195
12/11/2009,10.350,10.180
12/14/2009,10.550,10.283
12/15/2009,10.550,10.220
12/16/2009,10.595,10.295
12/17/2009,10.220,9.990
12/18/2009,10.120,9.935
12/21/2009,10.010,9.815
12/22/2009,9.910,9.740
12/23/2009,10.013,9.865
12/24/2009,9.995,9.893
12/28/2009,10.290,10.100
12/29/2009,10.380,10.180
12/30/2009,10.363,10.150
12/31/2009,10.398,10.143
1/4/2010,10.495,10.200
1/5/2010,10.523,10.230
1/6/2010,10.505,10.248
1/7/2010,10.178,9.998
1/8/2010,10.130,9.990
1/11/2010,10.018,9.903
1/12/2010,9.695,9.650
1/13/2010,9.835,9.745
1/14/2010,9.685,9.595
1/15/2010,9.740,9.423
1/19/2010,9.635,9.393
1/20/2010,9.500,9.285
1/21/2010,9.540,9.340
1/22/2010,9.515,9.333
1/25/2010,9.405,9.255
1/26/2010,9.475,9.293
1/27/2010,9.290,9.153
1/28/2010,9.318,9.223
1/29/2010,9.140,9.113
2/1/2010,9.100,9.090
2/2/2010,9.255,9.215
2/3/2010,9.080,9.070
2/4/2010,9.140,9.100
2/5/2010,9.135,9.035
2/8/2010,9.295,9.145
2/9/2010,9.245,9.125
2/10/2010,9.375,9.155
2/11/2010,9.430,9.225
2/12/2010,9.450,9.220
2/16/2010,9.655,9.410
2/17/2010,9.515,9.318
2/18/2010,9.480,9.313
2/19/2010,9.450,9.260
2/22/2010,9.615,9.358
2/23/2010,9.525,9.273
2/24/2010,9.555,9.348
2/25/2010,9.415,9.295
2/26/2010,9.510,9.410
3/1/2010,9.525,9.425
3/2/2010,9.543,9.388
3/3/2010,9.545,9.425
3/4/2010,9.325,9.250
3/5/2010,9.348,9.250
3/8/2010,9.405,9.310
3/9/2010,9.415,9.275
3/10/2010,9.520,9.353
3/11/2010,9.255,9.165
3/12/2010,9.260,9.140
3/15/2010,9.300,9.140
3/16/2010,9.450,9.260
3/17/2010,9.590,9.405
3/18/2010,9.595,9.400
3/19/2010,9.618,9.420
3/22/2010,9.685,9.458
3/23/2010,9.680,9.360
3/24/2010,9.600,9.273
3/25/2010,9.425,9.130
3/26/2010,9.520,9.180
3/29/2010,9.675,9.255
3/30/2010,9.740,9.265
3/31/2010,9.410,9.180
4/1/2010,9.420,9.258
4/2/2010,9.420,9.260
4/5/2010,9.360,9.223
4/6/2010,9.445,9.318
4/7/2010,9.525,9.413
4/8/2010,9.465,9.375
4/9/2010,9.523,9.365
4/12/2010,9.600,9.350
4/13/2010,9.680,9.450
4/14/2010,9.690,9.463
4/15/2010,9.840,9.610
4/16/2010,9.853,9.655
4/19/2010,9.768,9.560
4/20/2010,9.840,9.633
4/21/2010,9.955,9.770
4/22/2010,10.043,9.850
4/23/2010,10.000,9.790
4/26/2010,9.988,9.775
4/27/2010,9.828,9.618
4/28/2010,9.828,9.655
4/29/2010,9.858,9.705
4/30/2010,9.895,9.758
5/3/2010,9.758,9.665
5/4/2010,9.770,9.630
5/5/2010,9.683,9.555
5/6/2010,9.455,9.288
5/7/2010,9.513,9.343
5/10/2010,9.528,9.348
5/11/2010,9.583,9.375
5/12/2010,9.595,9.375
5/13/2010,9.605,9.353
5/14/2010,9.480,9.263
5/17/2010,9.410,9.165
5/18/2010,9.395,9.135
5/19/2010,9.385,9.058
5/20/2010,9.440,9.080
5/21/2010,9.410,9.075
5/24/2010,9.405,9.155
5/25/2010,9.305,9.030
5/26/2010,9.380,9.100
5/27/2010,9.518,9.188
5/28/2010,9.378,9.078
6/1/2010,9.320,9.028
6/2/2010,9.325,9.035
6/3/2010,9.550,9.198
6/4/2010,9.350,9.000
6/7/2010,9.350,9.000
6/8/2010,9.310,8.943
6/9/2010,9.435,8.965
6/10/2010,9.350,8.948
6/11/2010,9.463,9.093
6/14/2010,9.515,9.163
6/15/2010,9.495,9.155
6/16/2010,9.578,9.245
6/17/2010,9.520,9.250
6/18/2010,9.610,9.305
6/21/2010,9.633,9.390
6/22/2010,9.655,9.360
6/23/2010,9.580,9.235
6/24/2010,9.555,9.120
6/25/2010,9.570,9.120
6/28/2010,9.550,9.185
6/29/2010,9.473,9.120
6/30/2010,9.485,9.025
7/1/2010,9.535,9.055
7/2/2010,9.628,9.058
7/6/2010,9.643,9.000
7/7/2010,9.930,9.325
7/8/2010,10.125,9.460
7/9/2010,10.255,9.533
7/12/2010,10.318,9.510
7/13/2010,10.305,9.545
7/14/2010,10.360,9.620
7/15/2010,10.190,9.880
7/16/2010,10.195,9.850
7/19/2010,10.080,9.720
7/20/2010,10.118,9.730
7/21/2010,10.153,9.785
7/22/2010,10.160,9.795
7/23/2010,10.170,9.815
7/26/2010,9.983,9.660
7/27/2010,9.980,9.655
7/28/2010,10.105,9.780
7/29/2010,10.268,9.880
7/30/2010,10.525,10.050
8/2/2010,10.533,10.100
8/3/2010,10.535,10.180
8/4/2010,10.530,10.243
8/5/2010,10.550,10.290
8/6/2010,10.590,10.335
8/9/2010,10.485,10.350
8/10/2010,10.363,10.220
8/11/2010,10.445,10.155
8/12/2010,10.570,10.285
8/13/2010,10.520,10.440
8/16/2010,10.340,10.315
8/17/2010,10.453,10.420
8/18/2010,10.353,10.308
8/19/2010,10.168,10.123
8/20/2010,10.093,10.040
8/23/2010,10.070,10.055
8/24/2010,9.995,9.990
8/25/2010,10.000,9.990
8/26/2010,10.130,10.145
8/27/2010,10.220,10.260
8/30/2010,10.180,10.225
8/31/2010,10.080,10.100
9/1/2010,10.045,10.055
9/2/2010,10.075,10.090
9/3/2010,10.298,10.350
9/7/2010,10.438,10.520
9/8/2010,10.413,10.488
9/9/2010,10.378,10.460
9/10/2010,10.235,10.310
9/13/2010,10.253,10.345
9/14/2010,10.250,10.355
9/15/2010,10.425,10.425
9/16/2010,10.363,10.363
